日期,最高温,最低温,天气,风力风向,空气质量指数
2023-12-01 周五,7°,-2°,晴,东南风1级,-
2023-12-02 周六,11°,-2°,阴~晴,东北风2级,-
2023-12-03 周日,11°,1°,晴~多云,南风3级,-
2023-12-04 周一,11°,-1°,阴~晴,东风1级,-
2023-12-05 周二,14°,2°,多云,东南风1级,-
2023-12-06 周三,14°,4°,多云~晴,西南风2级,-
2023-12-07 周四,23°,8°,晴,西南风3级,-
2023-12-08 周五,25°,6°,晴,西南风1级,-
2023-12-09 周六,7°,2°,多云~小雪,东北风4级,-
2023-12-10 周日,2°,-4°,阴~大雪,东北风4级,-
2023-12-11 周一,-2°,-5°,多云,东北风2级,-
2023-12-12 周二,-2°,-4°,多云~小雪,南风2级,-
2023-12-13 周三,0°,-3°,小雪~中雪,东北风2级,-
2023-12-14 周四,-2°,-10°,暴雪~小雪,北风4级,-
2023-12-15 周五,-3°,-14°,多云~晴,东北风1级,-
2023-12-16 周六,-4°,-18°,晴,西风1级,-
2023-12-17 周日,-4°,-14°,阴~多云,东南风1级,-
2023-12-18 周一,-5°,-8°,多云~晴,东北风1级,-
2023-12-19 周二,-3°,-16°,多云~晴,东北风2级,-
2023-12-20 周三,-7°,-14°,阴~晴,南风1级,-
2023-12-21 周四,-6°,-14°,晴,南风2级,-
2023-12-22 周五,-2°,-10°,阴~多云,东南风1级,-
2023-12-23 周六,-1°,-10°,晴,东北风1级,-
2023-12-24 周日,1°,-7°,晴,南风1级,-
2023-12-25 周一,4°,-5°,晴,南风2级,-
2023-12-26 周二,4°,-4°,多云,北风4级,-
2023-12-27 周三,1°,-4°,多云~晴,北风2级,-
2023-12-28 周四,3°,-2°,多云~晴,东南风1级,-
2023-12-29 周五,1°,-4°,多云,东南风1级,-
2023-12-30 周六,-1°,-3°,雾~晴,西北风1级,-
2023-12-31 周日,5°,-4°,晴,东北风1级,125 轻度
