日期,最高温,最低温,天气,风力风向,空气质量指数
2023-12-01 周五,9°,-2°,晴,西北风3级,-
2023-12-02 周六,11°,-1°,阴,南风2级,-
2023-12-03 周日,13°,1°,雾~多云,东风1级,-
2023-12-04 周一,13°,3°,雾~晴,南风2级,-
2023-12-05 周二,17°,6°,小雨~多云,西南风2级,-
2023-12-06 周三,18°,3°,多云~晴,西北风4级,-
2023-12-07 周四,19°,6°,晴,南风3级,-
2023-12-08 周五,23°,9°,晴~阴,南风3级,-
2023-12-09 周六,22°,11°,多云,东南风1级,-
2023-12-10 周日,14°,11°,小雨,北风3级,-
2023-12-11 周一,11°,3°,小雨,西北风4级,-
2023-12-12 周二,6°,2°,多云,西北风3级,-
2023-12-13 周三,13°,12°,多云~中雨,东南风3级,-
2023-12-14 周四,20°,10°,多云~小雨,西南风1级,-
2023-12-15 周五,6°,0°,中雨~雨夹雪,西北风4级,-
2023-12-16 周六,1°,-4°,阴~多云,西北风5级,-
2023-12-17 周日,2°,-3°,多云~阴,东北风3级,-
2023-12-18 周一,1°,0°,雨夹雪,东北风2级,-
2023-12-19 周二,3°,-2°,雨夹雪~多云,西北风3级,-
2023-12-20 周三,2°,-5°,多云~晴,西北风4级,-
2023-12-21 周四,-1°,-6°,晴,西北风4级,-
2023-12-22 周五,0°,-5°,晴~阴,西北风3级,-
2023-12-23 周六,3°,-3°,阴~晴,南风1级,-
2023-12-24 周日,6°,-4°,晴,西北风3级,-
2023-12-25 周一,8°,-2°,多云,西北风2级,-
2023-12-26 周二,10°,4°,多云~阴,东南风2级,-
2023-12-27 周三,14°,1°,多云,西北风1级,-
2023-12-28 周四,13°,4°,多云~阴,西北风2级,-
2023-12-29 周五,13°,6°,多云,东南风2级,-
2023-12-30 周六,10°,3°,小雨~晴,西风2级,-
2023-12-31 周日,10°,-1°,晴,北风3级,191 中度
