日期,最高温,最低温,天气,风力风向,空气质量指数
2023-12-01 周五,9°,3°,晴~多云,北风3级,-
2023-12-02 周六,13°,3°,阴,东北风1级,-
2023-12-03 周日,14°,5°,多云,东北风2级,-
2023-12-04 周一,9°,5°,小雨~多云,西南风1级,-
2023-12-05 周二,17°,7°,多云~阴,西南风2级,-
2023-12-06 周三,19°,7°,阴~晴,西北风2级,-
2023-12-07 周四,20°,9°,晴,西南风2级,-
2023-12-08 周五,24°,12°,晴~阴,西南风2级,-
2023-12-09 周六,25°,17°,阴~多云,西南风2级,-
2023-12-10 周日,19°,13°,阴~小雨,北风1级,-
2023-12-11 周一,13°,5°,小雨~阴,西北风3级,-
2023-12-12 周二,7°,4°,阴~多云,西北风2级,-
2023-12-13 周三,14°,8°,多云,东南风1级,-
2023-12-14 周四,26°,10°,晴~多云,西南风1级,-
2023-12-15 周五,10°,1°,中雨~雨夹雪,北风3级,-
2023-12-16 周六,2°,-3°,阴~多云,西北风4级,-
2023-12-17 周日,2°,0°,阴~小雨,北风2级,-
2023-12-18 周一,2°,1°,大雪~小雨,西北风1级,-
2023-12-19 周二,3°,-1°,阴~小雨,西北风2级,-
2023-12-20 周三,4°,-3°,多云~晴,北风3级,-
2023-12-21 周四,1°,-4°,阴~晴,西北风4级,-
2023-12-22 周五,1°,-4°,晴~多云,西北风3级,-
2023-12-23 周六,5°,-2°,多云~晴,东北风1级,-
2023-12-24 周日,8°,-2°,晴,西北风2级,-
2023-12-25 周一,10°,-1°,晴~多云,东北风1级,-
2023-12-26 周二,12°,2°,多云~晴,东南风1级,-
2023-12-27 周三,15°,1°,阴~晴,西北风1级,-
2023-12-28 周四,14°,5°,多云,东北风1级,-
2023-12-29 周五,11°,6°,多云,东北风1级,-
2023-12-30 周六,15°,5°,多云~晴,西北风1级,-
2023-12-31 周日,12°,0°,晴,北风3级,171 中度
