日期,最高温,最低温,天气,风力风向,空气质量指数
2023-12-01 周五,6°,-9°,晴,东南风1级,-
2023-12-02 周六,10°,-9°,阴~晴,东北风2级,-
2023-12-03 周日,11°,-4°,多云~晴,西南风2级,-
2023-12-04 周一,15°,-4°,晴,西风2级,-
2023-12-05 周二,9°,-5°,多云~晴,西北风3级,-
2023-12-06 周三,14°,-5°,晴,西风4级,-
2023-12-07 周四,19°,-3°,多云~晴,西南风3级,-
2023-12-08 周五,18°,-4°,多云~晴,东北风1级,-
2023-12-09 周六,18°,2°,阴~晴,东北风2级,-
2023-12-10 周日,2°,0°,雨夹雪,东南风2级,-
2023-12-11 周一,5°,-5°,雾~晴,西北风2级,-
2023-12-12 周二,3°,-5°,雾~雨夹雪,南风3级,-
2023-12-13 周三,1°,-4°,雾~小雪,东南风2级,-
2023-12-14 周四,0°,-15°,中雪~小雪,西北风2级,-
2023-12-15 周五,-4°,-19°,阴~晴,西北风4级,-
2023-12-16 周六,-5°,-23°,多云,西北风2级,-
2023-12-17 周日,-3°,-12°,多云~阴,东南风1级,-
2023-12-18 周一,0°,-18°,多云~晴,西北风2级,-
2023-12-19 周二,-2°,-16°,晴~多云,东北风3级,-
2023-12-20 周三,-4°,-21°,多云,北风3级,-
2023-12-21 周四,-6°,-19°,多云,东北风2级,-
2023-12-22 周五,-3°,-16°,阴~多云,西南风1级,-
2023-12-23 周六,0°,-18°,阴~晴,西北风3级,-
2023-12-24 周日,3°,-13°,晴,西南风1级,-
2023-12-25 周一,6°,-9°,晴~多云,西南风1级,-
2023-12-26 周二,7°,-12°,晴~多云,东北风1级,-
2023-12-27 周三,6°,-9°,晴,南风1级,-
2023-12-28 周四,7°,-7°,晴~阴,东北风1级,-
2023-12-29 周五,8°,-6°,多云~晴,西风2级,-
2023-12-30 周六,9°,-7°,晴,西北风3级,-
2023-12-31 周日,5°,-7°,晴~阴,东北风2级,58 良
